"PrecursorName.Replicate","PrecursorName","Label","DIA.cosSim","DIA.RTdiffSd","DIA.RTdiffMean","DIA.FWHMdiffSd","DIA.FWHMdiffMean","DIA.MassErrorSd","DIA.MassErrorMean","PeakDecoderScore","featTarget","Total.Area","Precursor.Mz","Precursor.SignalToNoise","CountFragments"
"xxx14769.Pput_Muck_5042_IMS_5ul_R1_10_20V_redo_12Sep","xxx14769","decoy",0.238399480473428,0.0954986910905067,0.048,0.176295206968312,-0.076,40.7702465040377,35.84,1.27408383720243e-05,14769,171296,304.05884,6379,5
"xxx14949.Pput_Muck_2224_IMS_5ul_R2_08_40V_12Sep","xxx14949","decoy",0.396246981423218,0.109696551146029,0.0866666666666669,0.192873015219859,-0.06,53.916262234444,43.0333333333333,1.17356971826177e-06,14949,68269,306.07617,25.7770789657582,3
"xxx14949.Pput_Muck_5042_IMS_5ul_R1_10_40V_12Sep","xxx14949","decoy",0.0830018640023937,0.0832666399786452,-0.0533333333333332,0.0981495457622364,-0.0666666666666667,43.9203825119955,53,5.31460155850487e-05,14949,37476,306.07617,1.75264973345876,3
"xxx14995.Pput_CJ019_WT_IMS_5ul_R2_02_40V_12Sep","xxx14995","decoy",0.217212301412299,0.0960902353693305,0.0566666666666668,0.158850034099251,-0.0966666666666667,59.350175512237,32.3333333333333,2.16376508000783e-06,14995,287674,306.97827,8448,3
"xxx14995.Pput_Muck_1642_IMS_5ul_R2_05_20V_redo_12Sep","xxx14995","decoy",0.772993488056695,0.139212068442359,0.106,0.136455120827325,-0.132,76.3381948961331,52.4,2.56754386005716e-06,14995,723381,306.97827,1436,5
"xxx14995.Pput_Muck_1642_IMS_5ul_R3_06_20V_redo_12Sep","xxx14995","decoy",0.697148971176778,0.0938083151964686,0.14,0.11378341999899,-0.156666666666667,47.4151311995092,71.2333333333333,1.44093816991877e-05,14995,208465,306.97827,1617,6
"xxx14995.Pput_Muck_2224_IMS_5ul_R1_07_20V_redo_12Sep","xxx14995","decoy",0,0,0.2,0,-0.24,0,100,0.00612501084808952,14995,201043,306.97827,4688,3
"xxx14995.Pput_Muck_2224_IMS_5ul_R1_07_40V_12Sep","xxx14995","decoy",0.948658920382573,0.0788986691902975,0.0824999999999999,0.18,-0.08,52.4276326631927,22.65,2.99816472059278e-05,14995,303379,306.97827,10626,4
"xxx14995.Pput_Muck_2224_IMS_5ul_R2_08_20V_redo_12Sep","xxx14995","decoy",0.0596175917957101,0.100664459136943,0.0533333333333335,0.142243921955679,-0.0766666666666667,70.9556434213187,18.7666666666667,8.92326876382313e-06,14995,177261,306.97827,10320,3
"xxx14995.Pput_Muck_2224_IMS_5ul_R2_08_40V_12Sep","xxx14995","decoy",0.562122377432779,0.0692820323027551,0.15,0.13856406460551,-0.15,54.7905405460955,68.3666666666667,1.52130895605391e-05,14995,274652,306.97827,7550,3
